Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1999,,,,,37.126,51.669136,,,,189.04091,17.37,,,33.5,,,,19.39,,,,,,,,29.004713,,,,,,148.88065,,,1024.7584,,,,,,,,,,,,3.14,48.45,350.56,,,34.34,,,,52.278,,,119.57,8.26,,25.26,,,51.59,,,263.4,,,,,,,,44.14,,,,,,,,5.62,,23.49,69.64796,449.247,20.59,104.909996,,,,207.93,,,649.53784,41.16587,,,,,,152.91472,,,,,,,,,2.81,0.23,1.35,,,,,,141.17674,5.47,,1.85,,,,,,,,,60.617695,,,,,,,78.82,0.54,,,,,,9498.806,,,,,,137.65,,,34.12,,,,,26.98,560.877,,130.99937,,,,,,,,,,19.69,,,,10.52,4.79,6.9,,,,,,,86.32422,,,,,,,81.53,120.86415,,,86.19,,2763.0857,,,,,,9.785,,,,186.662,,
2000,0.78,0.17,0.53,0.18,39.94,53.8,2.69,0.17,0.15,199.29,16.2,17.16,0.0,33.58,0.08,0.29,15.0,19.78,13.86,1.7,,26.07,0.04,0.59,1.88,30.62,0.79,2.54,0.0,1.14,0.02,165.57,1.99,20.63,1113.3,3.05,0.04,0.0,0.0,0.03,10.55,0.03,0.14,0.06,14.0,0.44,3.37,57.03,363.93,0.18,0.05,30.28,12.1,25.35,3.0,59.06,0.21,0.08,124.22,8.5,0.02,24.11,0.21,0.01,49.57,0.14,0.5,282.09,1.56,0.62,0.13,0.4,0.13,0.03,0.04,48.8,0.13,0.12,3.22,1.94,0.89,31.26,1.39,4.76,0.26,20.77,78.44,475.35,22.44,115.53,31.29,0.0,42.63,219.07,6.46,7.33,679.52,44.11,2.57,2.3,0.28,0.01,0.15,177.37,32.33,0.37,9.51,0.2,15.5,0.28,3.57,0.0,2.37,0.24,1.32,1.57,12.93,5.06,0.31,0.15,155.94,5.64,0.78,1.92,3.23,,2.9,0.01,0.39,0.01,1.25,0.12,62.34,0.04,1.19,0.21,9.1,1.79,0.0,81.16,0.41,0.03,0.03,10.99,9.11,2.91,9878.34,48.92,1.45,3.59,25.87,1.25,140.85,21.7,9.2,30.34,0.0,0.03,0.29,9.13,31.32,582.89,0.06,138.69,1.27,1.44,31.18,0.01,0.06,0.08,1.42,0.25,0.04,22.13,,0.02,0.25,9.68,4.95,4.77,0.01,0.2,21.99,0.08,0.09,0.08,89.1,0.22,9.85,,0.04,5.44,10.51,93.22,140.73,0.34,0.01,83.22,0.5,2697.28,43.33,0.07,22.38,0.11,1.03,12.01,0.05,0.04,3.41,196.07,0.04,3.8
2001,0.81,0.19,0.62,0.17,43.17,46.09,2.79,0.17,0.17,207.0,18.74,17.67,0.0,31.2,0.06,0.31,16.4,22.24,14.62,1.77,,25.04,0.04,0.6,1.8,37.34,0.83,2.58,0.0,1.13,0.03,170.06,2.04,19.45,1182.59,3.1,0.07,0.01,0.0,0.03,11.15,0.03,0.16,0.1,14.3,0.47,3.55,56.9,369.76,0.19,0.05,31.69,11.98,26.55,3.98,66.12,0.23,0.08,120.06,8.47,0.02,30.14,0.2,0.01,45.43,0.16,0.52,285.14,1.39,1.26,0.13,0.41,0.15,0.02,0.05,49.6,0.14,0.12,3.79,1.95,0.91,32.36,1.97,5.57,0.31,22.03,83.97,491.01,23.55,123.44,31.63,0.0,43.93,217.55,6.56,7.5,664.28,47.3,1.95,2.5,0.25,0.02,0.16,195.31,34.3,0.37,9.62,0.2,16.11,0.29,3.55,0.0,2.67,0.7,1.44,1.51,14.53,5.49,0.34,0.16,166.77,5.74,0.79,1.94,2.87,,2.97,0.04,0.44,0.01,1.37,0.11,69.14,0.0,1.35,0.18,9.55,1.98,0.0,84.85,0.58,0.02,0.03,14.28,9.74,3.68,10090.17,51.19,2.6,3.0,29.51,1.76,140.94,22.18,9.6,30.32,0.0,0.04,0.32,9.95,33.18,580.33,0.06,146.09,1.32,1.73,32.37,0.01,0.06,0.12,1.61,0.26,0.04,22.68,,0.02,0.31,9.64,5.35,6.17,0.01,0.2,23.3,0.08,0.1,0.08,94.2,0.18,10.61,,0.04,5.61,11.31,97.9,146.62,0.15,0.01,85.08,0.02,2678.68,43.6,0.08,29.67,0.12,1.03,12.4,0.05,0.05,3.64,197.23,0.05,4.94
2002,0.82,0.15,0.62,0.23,46.85,42.39,1.58,0.18,0.19,205.54,18.73,16.68,0.0,32.44,0.06,0.3,17.9,19.74,15.26,1.89,,26.43,0.05,0.63,1.93,35.46,0.86,2.71,0.0,1.15,0.03,165.04,2.08,19.45,1337.47,3.58,0.12,0.01,0.0,0.03,10.58,0.03,0.18,0.12,14.65,0.48,3.79,54.27,374.43,0.2,0.04,32.31,12.86,27.59,4.36,72.03,0.26,0.09,143.72,8.5,0.02,32.79,0.25,0.01,51.79,0.14,0.55,288.27,0.49,2.27,0.13,0.42,0.15,0.02,0.06,49.78,0.15,0.13,4.02,1.72,0.91,34.23,2.46,6.84,0.29,21.97,92.04,517.51,23.42,130.19,33.34,0.01,45.47,229.22,6.81,8.07,690.17,49.44,1.2,2.3,0.54,0.02,0.18,209.48,36.37,0.36,10.88,0.2,17.53,0.29,4.24,0.0,2.8,2.65,1.49,1.63,14.07,5.29,0.31,0.19,175.02,5.33,0.82,2.05,2.96,,3.09,0.03,0.5,0.01,1.42,0.12,75.06,0.01,1.42,0.19,13.31,1.91,0.0,86.75,0.54,0.0,0.03,12.21,10.33,3.66,10520.6,51.62,1.87,3.76,31.19,1.95,139.72,23.05,9.15,35.82,0.0,0.15,0.33,10.94,32.86,587.3,0.07,154.91,1.61,1.82,33.89,0.01,0.06,0.14,1.81,0.27,0.04,23.31,,0.03,0.49,8.81,5.66,7.44,0.03,0.23,25.59,0.1,0.1,0.07,100.32,0.14,10.7,,0.04,5.61,11.75,94.5,154.89,0.13,0.01,86.39,0.03,2727.83,43.38,0.08,32.32,0.14,1.04,17.6,0.05,0.05,3.77,206.03,0.06,4.77
2003,0.84,0.28,0.75,0.11,49.45,49.74,1.52,0.19,0.21,207.29,22.73,18.82,0.0,34.99,0.08,0.35,18.95,22.01,15.7,2.0,,26.6,0.1,0.65,2.31,33.41,0.87,3.2,0.0,1.04,0.03,167.63,2.13,23.35,1579.96,3.27,0.16,0.01,0.06,0.03,9.88,0.04,0.19,0.16,14.96,0.51,4.05,55.05,390.3,0.2,0.05,37.9,12.82,29.31,4.37,78.96,0.28,0.09,139.67,10.11,0.02,42.49,0.4,0.01,56.59,0.16,0.63,298.83,0.64,2.02,0.13,0.46,0.17,0.02,0.06,51.39,0.16,0.13,3.54,1.78,0.81,35.43,2.76,7.7,0.28,22.79,97.57,545.36,23.68,142.03,27.9,0.01,47.0,239.41,7.0,7.98,750.38,55.24,0.99,2.06,0.59,0.02,0.18,212.99,39.8,0.32,11.58,0.2,18.95,0.3,4.31,0.0,3.01,2.65,1.63,1.65,14.7,5.41,0.35,0.22,187.57,5.36,0.83,2.24,3.34,,3.11,0.03,0.46,0.01,1.52,0.1,77.8,0.01,1.43,0.2,12.74,1.96,0.0,87.49,0.64,0.0,0.03,13.69,10.71,3.58,11126.37,52.13,2.73,4.2,35.25,2.25,147.76,23.82,9.28,28.69,0.0,0.34,0.32,12.01,36.67,609.9,0.06,166.58,2.19,1.95,34.33,0.01,0.06,0.13,1.72,0.28,0.04,25.52,,0.03,0.55,9.54,5.54,9.24,0.03,0.23,27.61,0.11,0.11,0.06,107.5,0.17,10.8,0.06,0.04,6.43,11.09,103.98,165.35,0.11,0.01,89.9,0.01,2756.03,40.57,0.09,31.42,0.14,1.04,21.94,0.05,0.05,4.1,220.31,0.06,3.45
2004,0.87,0.23,0.49,0.14,52.41,60.99,1.61,0.19,0.22,209.85,22.23,18.99,0.0,34.1,0.08,0.37,23.92,21.4,16.15,1.98,,31.17,0.08,0.65,2.34,42.5,0.89,3.26,0.0,0.97,0.03,159.59,2.15,27.2,1795.41,3.66,0.19,0.01,0.07,0.03,9.12,0.04,0.21,0.07,14.76,0.45,4.2,54.72,384.56,0.22,0.08,30.71,10.28,31.0,5.46,84.92,0.28,0.09,162.87,10.25,0.02,37.49,0.38,0.01,55.64,0.15,0.64,299.78,0.87,0.76,0.14,0.35,0.19,0.03,0.08,52.31,0.14,0.14,3.15,1.88,0.85,37.05,3.4,6.24,0.29,20.86,103.81,567.86,23.79,150.78,31.8,0.0,47.24,239.84,7.02,8.9,722.89,58.89,1.82,2.21,0.72,0.02,0.18,232.65,41.26,0.0,10.33,0.2,20.2,0.31,5.12,0.0,3.22,3.18,1.49,1.82,15.68,5.45,0.41,0.24,193.73,5.18,0.96,2.22,3.2,,3.28,0.05,0.5,0.01,1.57,0.14,89.91,0.01,1.34,0.2,16.17,2.02,0.0,90.7,0.71,0.01,0.03,11.67,11.5,3.97,11563.66,57.16,1.96,6.58,37.07,2.57,149.34,24.01,9.48,32.37,0.0,0.4,0.36,13.23,34.41,611.06,0.06,173.41,2.36,2.06,35.86,0.01,0.06,0.1,1.88,0.28,0.04,26.57,,0.03,0.67,9.3,5.6,5.89,0.03,0.23,27.96,0.12,0.12,0.11,116.39,0.15,11.92,0.07,0.05,6.41,11.74,103.44,173.83,0.55,0.0,83.64,1.08,2818.28,43.6,0.09,28.48,0.15,1.05,28.38,0.05,0.06,4.36,229.88,0.05,4.22
2005,0.91,0.23,0.41,0.07,60.7,63.67,1.83,0.19,0.24,210.02,23.49,19.86,0.0,34.67,0.11,0.42,25.68,20.94,19.37,2.09,,30.92,0.09,0.68,2.89,42.03,0.99,3.26,0.0,1.06,0.03,156.39,2.17,24.2,2042.8,4.14,0.23,0.01,0.08,0.03,9.98,0.05,0.23,0.27,14.86,0.48,4.38,54.07,386.86,0.3,0.09,26.28,11.28,33.36,5.81,91.79,0.29,0.09,189.65,10.09,0.01,23.83,0.42,0.01,62.63,0.14,0.76,299.8,1.03,1.16,0.14,0.3,0.2,0.03,0.09,52.32,0.15,0.14,3.05,1.9,0.64,38.38,3.7,5.99,0.29,20.05,110.23,579.32,23.71,162.55,24.4,0.0,48.57,246.2,7.2,9.59,757.24,60.06,2.23,2.15,0.9,0.02,0.19,238.62,43.73,0.0,10.69,0.2,22.32,0.32,5.35,0.0,3.62,3.14,1.5,1.87,17.62,5.61,0.41,0.27,201.29,5.45,0.99,2.24,3.02,1.0,3.4,0.02,0.48,0.01,1.7,0.16,92.15,0.03,1.52,0.23,15.77,1.84,0.0,87.07,0.73,0.02,0.03,15.12,12.65,4.35,12125.39,60.29,2.08,7.07,38.26,2.44,151.44,24.82,9.77,37.76,0.0,0.5,0.33,14.4,33.56,631.59,0.09,191.05,2.57,2.34,37.26,0.01,0.07,0.06,1.88,0.29,0.04,24.45,,0.04,0.87,8.93,5.66,4.76,0.02,0.3,31.73,0.13,0.12,0.12,122.9,0.12,12.82,0.07,0.05,7.03,12.48,121.89,181.52,1.83,0.07,85.23,0.96,2899.96,38.74,0.11,28.16,0.16,0.97,35.5,0.05,0.06,4.77,231.85,0.06,4.45
2006,0.91,0.26,0.44,0.09,62.44,66.57,1.48,0.19,0.26,216.85,21.55,22.02,0.0,33.73,0.15,0.47,28.77,21.72,21.04,2.12,,31.77,0.03,0.7,2.82,41.81,1.02,3.3,0.0,0.99,0.03,146.83,2.18,24.76,2364.16,4.04,0.57,0.05,0.08,0.03,10.43,0.05,0.24,0.53,15.97,0.56,4.65,54.09,390.37,0.31,0.09,36.25,12.2,35.01,7.0,98.27,0.27,0.09,183.31,9.6,0.02,36.92,0.43,0.02,56.2,0.14,0.71,303.72,2.21,2.82,0.15,0.27,0.22,0.03,0.1,51.74,0.17,0.15,3.66,1.89,0.65,38.54,3.77,6.26,0.3,20.9,116.82,599.24,24.6,174.79,27.73,0.0,50.54,254.97,7.22,11.06,745.59,63.89,2.79,2.2,1.11,0.03,0.19,250.26,47.6,0.0,10.64,0.2,24.75,0.33,4.79,0.0,2.99,3.29,2.1,1.5,18.09,5.71,0.43,0.31,207.38,5.36,1.04,2.26,2.85,1.2,3.53,0.02,0.57,0.01,1.83,0.17,97.05,0.1,1.56,0.22,16.85,2.19,0.0,85.99,0.82,0.01,0.02,15.16,13.29,4.33,12643.36,63.97,2.38,7.31,36.32,2.25,156.41,24.83,9.82,32.68,0.0,0.35,0.33,17.08,38.57,661.87,0.14,196.31,3.15,2.36,38.54,0.01,0.07,0.05,2.29,0.3,0.04,25.52,,0.04,0.71,8.43,5.86,5.24,0.02,0.32,33.51,0.16,0.12,0.13,126.8,0.23,13.65,0.07,0.05,7.14,12.94,131.73,189.45,2.01,0.38,90.46,1.97,2878.56,44.67,0.11,28.82,0.17,0.97,38.13,0.05,0.07,5.39,240.44,0.01,2.57
2007,0.94,0.26,0.75,0.07,78.76,73.92,1.49,0.19,0.29,222.9,19.66,19.48,0.0,35.09,0.22,0.5,30.23,25.3,21.72,2.25,,31.78,0.04,0.72,3.09,40.06,1.05,3.39,0.0,0.83,0.02,161.71,2.03,32.67,2718.7,3.72,1.32,0.09,0.07,0.03,10.2,0.05,0.26,0.72,17.08,0.6,4.87,58.18,401.13,0.32,0.1,28.84,12.71,36.97,8.28,104.98,0.29,0.09,188.46,12.04,0.04,33.43,0.28,0.02,57.81,0.15,0.93,314.1,1.75,3.26,0.16,0.25,0.23,0.03,0.12,57.81,0.18,0.16,4.28,1.88,0.69,38.88,3.93,7.8,0.31,23.4,124.11,636.68,25.52,185.02,27.5,0.0,53.77,258.45,5.76,12.76,799.34,68.45,1.73,2.09,1.42,0.03,0.21,278.01,48.75,0.0,9.99,0.25,26.23,0.35,5.91,0.0,3.05,2.93,1.94,1.35,18.08,5.52,0.4,0.35,216.99,5.49,1.06,2.3,2.78,0.86,3.71,0.01,0.59,0.01,1.91,0.15,101.83,0.03,1.5,0.22,16.75,2.28,0.0,91.89,1.17,0.01,0.02,14.97,14.17,4.74,13467.27,63.88,2.73,9.96,40.78,2.1,153.09,24.52,8.24,30.5,0.0,0.42,0.33,19.46,37.84,681.11,0.13,204.43,3.57,2.58,40.14,0.01,0.08,0.04,2.52,0.31,0.04,26.51,,0.04,0.64,7.59,5.96,4.42,0.02,0.34,35.16,0.18,0.12,0.09,132.11,0.38,14.88,0.09,0.05,7.66,13.65,155.06,195.83,1.66,0.54,93.24,1.22,2988.24,44.35,0.12,31.15,0.18,0.98,41.64,0.05,0.07,6.03,248.84,0.01,2.16
2008,0.91,0.24,0.9,0.0,80.46,82.07,1.85,0.19,0.3,226.26,19.85,19.41,0.0,33.07,0.23,0.48,33.27,25.79,22.82,2.25,,34.98,0.01,0.71,3.57,58.68,1.05,3.42,0.0,0.7,0.02,150.46,2.01,32.39,2762.29,3.79,1.37,0.1,0.09,0.03,8.94,0.04,0.28,0.68,16.98,0.62,5.06,53.01,389.43,0.34,0.11,26.38,13.07,39.95,7.29,112.77,0.28,0.09,188.67,10.38,0.01,26.62,0.27,0.01,55.2,0.17,0.92,314.53,1.29,2.17,0.17,0.29,0.24,0.03,0.15,56.43,0.19,0.17,3.91,1.88,0.7,37.93,4.01,6.94,0.31,22.85,129.56,674.27,26.29,202.85,33.4,0.0,56.75,253.41,3.97,14.08,829.98,72.89,1.68,1.67,1.42,0.02,0.2,287.21,51.75,0.0,12.08,0.25,28.67,0.35,5.76,0.0,2.84,2.44,2.06,1.03,18.68,5.63,0.48,0.41,212.1,5.47,1.19,2.31,2.55,1.29,3.99,0.01,0.66,0.01,1.96,0.12,105.22,0.18,1.38,0.22,15.39,2.17,0.0,92.51,0.84,0.01,0.02,15.52,16.05,5.08,13606.9,62.21,2.44,12.93,40.2,2.16,147.89,23.09,9.13,30.7,0.0,0.43,0.36,21.62,36.41,711.64,0.13,204.2,4.04,2.69,40.63,0.01,0.08,0.04,2.24,0.32,0.04,27.26,,0.04,0.65,7.43,5.83,4.6,0.02,0.34,38.16,0.19,0.14,0.04,136.31,0.35,15.04,0.11,0.05,7.71,14.3,163.95,190.76,1.74,0.6,90.92,3.4,2924.21,45.73,0.12,32.46,0.18,0.97,44.92,0.06,0.06,6.55,243.53,0.01,1.84
2009,0.92,0.11,1.64,0.0,85.69,78.29,1.15,0.18,0.33,229.74,19.03,16.56,0.0,37.1,0.13,0.57,36.76,23.37,22.56,2.14,,30.26,0.05,0.73,3.86,38.1,1.07,3.62,0.0,0.62,0.02,140.03,1.95,30.98,2980.2,3.67,1.69,0.09,0.21,0.03,15.5,0.05,0.3,0.45,17.04,0.63,5.18,49.77,356.95,0.35,0.11,26.18,12.13,38.2,9.01,119.46,0.29,0.09,163.88,8.24,0.06,26.83,0.31,0.01,50.98,0.17,0.88,282.42,0.99,2.11,0.17,0.28,0.24,0.03,0.17,52.18,0.2,0.15,4.83,1.87,0.82,38.62,3.61,5.87,0.51,17.59,136.08,728.56,23.82,214.86,34.62,0.0,54.64,217.1,4.07,14.21,742.09,71.85,2.58,0.87,1.2,0.02,0.22,300.07,53.22,0.0,12.36,0.25,30.38,0.36,5.97,0.0,3.11,2.88,2.01,1.28,17.59,5.84,0.45,0.39,222.36,5.55,0.84,2.17,1.71,0.69,4.01,0.01,0.66,0.01,1.96,0.12,107.83,0.08,1.51,0.26,15.25,2.39,0.0,97.27,4.49,0.01,0.02,12.16,18.45,4.85,13404.32,64.37,2.99,12.97,41.75,2.12,142.17,22.87,11.0,31.09,0.0,0.5,0.37,24.16,30.29,654.82,0.15,217.31,3.26,2.76,40.75,0.01,0.08,0.04,2.53,0.33,0.04,27.17,,0.05,0.67,6.93,5.75,4.62,0.02,0.35,41.44,0.2,0.17,0.04,136.64,0.22,15.98,0.13,0.05,7.82,15.08,156.66,182.18,2.1,0.88,78.57,2.76,2725.41,43.62,0.12,33.61,0.19,0.92,50.59,0.06,0.08,6.75,234.8,0.01,1.77
2010,0.83,0.13,1.75,0.0,93.93,84.02,1.44,0.16,0.33,228.81,22.83,15.26,0.02,38.53,0.11,0.45,40.03,24.92,23.82,2.01,,34.76,0.05,0.73,4.41,63.87,1.03,3.79,0.0,0.53,0.03,146.33,2.24,36.03,3346.04,4.28,1.58,0.09,0.35,0.03,17.76,0.06,0.34,0.64,16.83,0.62,5.25,51.31,378.24,0.38,0.12,26.32,13.19,45.56,10.85,130.04,0.31,,138.04,11.92,0.05,33.66,0.42,0.01,57.16,0.2,1.02,293.74,0.68,3.17,0.18,0.15,0.25,0.03,0.19,46.08,0.21,0.12,3.21,1.87,0.86,38.19,3.7,5.49,0.51,18.58,142.93,771.78,24.39,225.25,44.14,0.0,58.38,219.66,3.99,14.71,745.44,74.63,1.83,0.99,0.96,0.02,0.21,340.73,57.03,0.0,14.88,0.25,32.55,0.38,4.99,0.0,4.09,2.97,2.99,0.88,18.56,5.71,0.59,0.35,223.22,4.83,1.2,2.11,2.43,1.27,4.27,0.02,0.73,0.01,2.04,0.12,117.42,0.05,1.81,0.29,19.75,2.31,0.0,102.94,5.18,0.0,0.02,11.91,19.81,5.01,14344.55,59.16,3.17,15.18,49.92,2.26,145.89,23.09,10.3,25.13,0.0,0.47,0.52,28.14,28.5,700.59,0.17,248.77,1.3,2.91,44.18,0.01,0.08,0.02,2.09,0.33,0.04,25.53,,0.05,0.76,6.94,5.85,8.53,0.02,0.38,43.82,0.21,0.19,0.13,148.8,0.04,16.66,0.14,0.05,8.48,15.7,155.46,198.35,2.55,1.11,86.28,1.16,2882.49,43.78,0.12,36.98,0.2,0.96,63.1,0.06,0.07,7.76,244.47,0.01,2.77
2011,0.82,0.17,1.64,0.06,99.11,90.48,2.39,0.16,0.33,225.67,21.29,17.62,0.01,32.69,0.1,0.45,43.24,29.76,24.34,2.05,,32.05,0.02,0.72,4.68,52.44,1.04,3.73,0.0,0.48,0.03,148.64,2.15,39.7,3833.44,4.26,1.47,0.09,0.5,0.03,11.26,0.06,0.34,0.86,17.18,0.63,4.75,51.12,372.6,0.39,0.11,20.94,14.06,50.72,9.4,134.84,0.32,,146.29,11.71,0.05,26.13,0.36,0.01,59.24,0.17,1.19,263.79,2.21,3.8,0.17,0.14,0.25,0.03,0.27,50.3,0.2,0.11,3.27,1.84,0.9,38.93,4.03,5.95,0.87,17.62,161.42,828.16,21.7,224.57,50.5,0.0,59.3,215.42,3.98,14.58,827.77,78.7,2.41,1.01,0.99,0.02,0.22,356.04,57.46,0.0,15.5,0.3,26.0,0.39,6.79,0.0,3.14,2.4,3.01,0.68,21.53,5.43,0.77,0.38,236.13,5.33,0.94,2.17,2.91,1.45,4.48,0.11,0.74,0.01,2.19,0.12,117.47,0.04,1.84,0.34,21.15,2.52,0.0,96.18,4.02,0.0,0.02,10.53,21.87,5.7,14963.79,61.31,3.7,16.96,49.33,2.27,149.74,22.11,7.8,27.67,0.0,0.57,0.51,30.73,33.73,718.3,0.2,259.14,1.99,2.96,44.8,0.01,0.08,0.02,2.26,0.33,0.04,29.35,,0.06,0.5,7.87,5.82,5.72,0.02,0.4,38.81,0.21,0.2,0.11,141.3,0.04,17.22,0.14,0.05,8.76,16.14,171.3,202.65,3.1,1.03,93.51,2.62,2788.93,47.1,0.11,34.29,0.19,0.95,60.32,0.06,0.08,6.21,246.05,0.01,3.88
2012,0.78,0.14,2.24,0.0,106.19,98.63,3.4,0.16,0.33,220.39,17.32,21.17,0.0,30.71,0.05,0.53,47.71,25.43,24.77,1.9,,30.6,0.03,0.69,5.0,80.3,1.13,3.93,0.0,0.35,0.03,138.97,2.16,44.33,3889.66,5.16,1.16,0.01,0.71,0.03,13.94,0.06,0.31,0.83,17.74,0.61,4.46,48.19,376.95,0.39,0.12,15.73,14.85,56.78,10.59,147.97,0.32,,145.51,10.49,0.02,18.86,0.29,0.01,56.92,0.18,1.25,252.22,2.47,4.14,0.18,0.24,0.25,0.03,0.46,49.78,0.2,0.11,3.12,1.78,0.92,38.49,4.2,5.31,0.88,16.19,177.85,893.45,21.84,234.49,41.63,0.0,62.52,203.03,3.87,16.52,977.56,82.98,1.84,0.99,0.92,0.02,0.21,372.7,61.12,0.0,15.46,0.3,34.28,0.38,8.33,0.0,3.32,2.45,2.06,0.33,23.96,5.54,0.79,0.4,244.56,5.22,0.99,2.27,3.2,1.37,4.75,0.11,0.82,0.01,2.22,0.13,123.32,0.05,1.83,0.39,23.05,2.31,0.0,85.89,2.59,0.02,0.02,12.37,25.02,5.84,15360.25,61.72,3.19,17.88,52.15,2.36,144.6,22.18,8.0,26.07,0.0,0.46,0.51,34.79,32.14,727.78,0.21,281.6,2.82,3.28,45.67,0.01,0.08,0.06,2.48,0.34,0.04,26.89,0.44,0.07,0.85,7.34,5.69,4.09,0.04,0.41,29.28,0.21,0.23,0.23,155.31,0.07,17.75,0.13,0.05,9.12,17.53,174.28,200.88,3.83,0.29,97.51,3.75,2779.02,46.35,0.12,46.25,0.2,0.87,61.74,0.06,0.07,7.07,243.39,0.02,3.64
2013,0.79,0.22,3.42,0.0,109.9,98.47,3.17,0.15,0.33,214.03,14.05,21.69,0.02,27.59,0.13,0.63,52.27,21.94,25.91,1.88,,31.21,0.02,0.67,5.17,116.84,1.01,4.4,0.0,0.92,0.0,137.49,2.03,46.84,4226.76,5.97,1.94,0.01,0.74,0.03,22.63,0.06,0.32,1.2,18.31,0.62,3.96,45.86,380.45,0.43,0.11,18.65,15.41,59.56,12.13,150.23,0.27,,113.32,12.05,0.01,22.02,0.32,0.01,53.64,0.18,1.15,234.46,1.79,4.82,0.19,0.17,0.25,0.02,0.6,42.01,0.2,0.09,3.28,1.74,0.94,38.97,4.59,4.66,0.91,12.12,189.68,924.93,19.91,239.74,54.09,0.0,60.75,174.02,3.89,17.2,952.61,84.88,1.75,0.92,0.78,0.03,0.21,388.16,60.98,0.0,17.54,0.3,37.92,0.38,4.77,0.0,2.66,1.48,2.67,0.17,22.59,4.2,0.82,0.42,245.2,4.5,1.01,2.22,3.42,1.44,4.9,0.21,0.77,0.01,2.28,0.13,127.93,0.06,2.0,0.44,23.56,1.99,0.0,85.57,2.72,0.01,0.02,11.02,26.24,6.38,15679.09,66.72,3.77,20.04,55.36,2.6,146.72,21.19,8.2,20.88,0.0,0.53,0.51,34.67,26.42,704.93,0.22,294.68,1.97,3.44,46.28,0.01,0.08,0.06,2.48,0.35,0.05,29.01,0.47,0.06,0.93,6.42,5.39,3.88,0.04,0.43,22.14,0.21,0.27,0.28,155.99,0.04,18.87,0.29,0.05,9.5,17.71,170.93,201.46,4.19,0.0,96.05,1.85,2746.21,48.91,0.12,51.5,0.2,0.82,66.5,0.06,0.09,8.5,240.17,0.02,4.41
2014,0.78,0.16,4.51,0.0,116.23,98.49,3.29,0.15,0.34,214.89,11.35,23.26,0.03,25.29,0.34,0.78,55.27,23.66,27.25,1.92,11.09,34.45,0.03,0.65,5.92,142.42,1.02,4.5,0.0,2.31,0.0,139.19,1.85,40.11,4372.0,6.31,2.48,0.01,0.79,0.03,21.78,0.05,0.34,1.04,18.58,0.62,4.03,45.48,359.69,0.1,0.12,14.05,15.53,64.02,12.69,156.48,0.27,,106.87,11.06,0.0,18.24,0.47,0.01,35.8,0.15,1.19,209.82,2.04,4.76,0.2,0.29,0.25,0.03,0.71,37.44,0.2,0.09,3.36,1.7,0.96,39.7,4.93,3.49,0.94,10.58,203.13,1025.49,19.39,256.81,66.04,0.0,59.9,155.85,3.84,18.2,928.82,86.36,2.17,1.27,1.25,0.03,0.21,371.08,65.14,0.0,17.76,0.3,37.72,0.38,7.55,0.0,2.18,1.51,2.34,0.38,24.12,5.04,0.81,0.53,240.01,4.09,1.05,2.17,5.33,1.42,5.17,0.22,0.81,0.01,2.34,0.12,133.16,0.01,2.66,0.44,26.89,2.06,0.0,86.36,2.94,0.0,0.03,8.97,29.13,5.28,15961.65,67.9,4.11,21.78,57.45,2.85,138.5,20.71,8.6,20.23,0.01,0.34,0.48,38.69,26.12,709.23,0.21,328.15,2.46,3.8,47.92,0.01,0.09,0.03,2.48,0.35,0.05,22.41,0.48,0.07,1.27,5.39,4.18,2.93,0.02,0.44,18.88,0.23,0.29,0.23,159.55,0.16,20.4,0.35,0.05,9.41,18.38,199.33,209.31,3.59,0.09,84.26,0.68,2752.01,49.68,0.13,50.85,0.2,0.77,78.95,0.06,0.1,7.65,236.67,0.41,4.42
