Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1995,,,,,0.0,7.066,,,,0.0,0.0,,,41.36,,,,17.26,,,,,,,,2.519,,,,,,97.16421,,,12.833,,,,,,,,,,,,0.0,12.23,153.09,,,0.0,,,,0.0,,,55.46,0.0,,19.22,,,377.23,,,88.96,,,,,,,,0.0,,,,,,,,0.0,,14.03,0.0,7.6146264,0.0,0.0,,,,0.0,,,286.88828,0.0795492,,,,,,67.02865,,,,,,,,,11.82,0.0,0.0,,,,,,8.443,0.0,,0.0,,,,,,,,,0.0,,,,,,,4.02,0.0,,,,,,2322.5298,,,,,,0.0,,,0.0,,,,,0.0,99.532,,0.0,,,,,,,,,,0.0,,,,11.44,4.78,69.93,,,,,,,0.0,,,,,,,0.0,35.31564,,,70.52,,708.84436,,,,,,0.0,,,,11.301,,
1996,,,,,0.0,7.459,,,,0.0,0.0,,,43.34,,,,18.08,,,,,,,,2.427,,,,,,92.12211,,,14.338,,,,,,,,,,,,0.0,12.85,160.02,,,0.0,,,,0.0,,,56.33,0.0,,19.48,,,397.34,,,94.67,,,,,,,,0.0,,,,,,,,0.0,,14.18,0.0,8.401279,0.0,0.0,,,,0.0,,,296.50116,0.088388,,,,,,73.92434,,,,,,,,,13.94,0.0,0.0,,,,,,7.878,0.0,,0.0,,,,,,,,,0.0,,,,,,,4.16,0.0,,,,,,2406.615,,,,,,0.0,,,0.0,,,,,1.39,109.026,,0.0,,,,,,,,,,0.0,,,,11.25,4.65,74.27,,,,,,,0.0,,,,,,,0.0,37.78769,,,79.58,,710.2406,,,,,,0.0,,,,11.775,,
1997,,,,,0.0,7.961,,,,0.0,0.0,,,47.41,,,,17.75,,,,,,,,3.169,,,,,,81.954735,,,14.418,,,,,,,,,,,,0.0,12.49,170.33,,,0.0,,,,0.0,,,55.3,0.0,,20.89,,,395.48,,,98.15,,,,,,,,0.0,,,,,,,,0.0,,13.97,0.0,10.071813,0.0,0.0,,,,0.0,,,321.15695,0.3005192,,,,,,77.08565,,,,,,,,,12.02,0.0,0.0,,,,,,10.456,0.0,,0.0,,,,,,,,,0.0,,,,,,,2.41,0.0,,,,,,2390.0642,,,,,,0.0,,,0.0,,,,,5.4,108.498,,0.0,,,,,,,,,,0.0,,,,11.07,5.02,69.93,,,,,,,0.0,,,,,,,0.0,36.26947,,,79.43,,661.7307,,,,,,0.0,,,,12.647,,
1998,,,,,0.0,7.453,,,,0.0,0.0,,,46.17,,,,16.9,,,,,,,,3.265,,,,,,70.99263,,,14.1,,,,,,,,,,,,0.0,13.18,161.64,,,0.0,,,,0.0,,,58.99,0.0,,21.85,,,387.99,,,99.49,,,,,,,,0.0,,,,,,,,0.0,,13.95,0.0,11.371117,0.0,0.0,,,,0.0,,,325.97385,0.088388,,,,,,89.68897,,,,,,,,,13.55,0.0,0.0,,,,,,9.265,0.0,,0.0,,,,,,,,,0.0,,,,,,,3.81,0.0,,,,,,2431.1948,,,,,,0.0,,,0.0,,,,,5.31,103.719,,0.0,,,,,,,,,,0.0,,,,11.39,5.04,73.58,,,,,,,0.0,,,,,,,0.0,36.865944,,,75.24,,709.1601,,,,,,0.0,,,,13.601,,
1999,,,,,0.0,7.106,,,,0.0,0.0,,,49.02,,,,15.81,,,,,,,,3.977,,,,,,72.98,,,14.949,,,,,,,,,,,,0.0,13.36,170.0,,,0.0,,,,0.0,,,58.85,0.0,,22.97,,,394.24,,,95.13,,,,,,,,0.0,,,,,,,,0.0,,14.1,0.0,12.727872,0.0,0.0,,,,0.0,,,317.23492,0.0,,,,,,103.06378,,,,,,,,,9.86,0.0,0.0,,,,,,10.002,0.0,,0.0,,,,,,,,,0.0,,,,,,,3.83,0.0,,,,,,2523.7056,,,,,,0.0,,,0.0,,,,,5.2,121.874,,0.0,,,,,,,,,,0.0,,,,13.12,4.7,73.19,,,,,,,0.0,,,,,,,0.0,38.007023,,,72.07,,766.5833,,,,,,0.0,,,,12.837,,
2000,0.0,0.0,0.0,0.0,0.0,6.18,1.84,0.0,0.0,0.0,0.0,0.0,0.0,48.16,0.0,0.0,0.0,18.18,0.0,0.0,,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,72.29,26.45,0.0,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,169.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.21,0.0,0.0,22.48,0.0,0.0,415.16,0.0,0.0,85.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.12,0.0,0.0,0.0,0.0,0.0,0.0,108.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,2540.46,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,130.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.49,4.76,57.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.5,0.0,0.0,77.34,0.0,753.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,0.0,0.0
2001,0.0,0.0,0.0,0.0,0.0,7.06,1.99,0.0,0.0,0.0,0.0,0.0,0.0,46.35,0.0,0.0,0.0,19.55,0.0,0.0,,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,0.0,76.16,26.81,0.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,171.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71,0.0,0.0,22.77,0.0,0.0,421.08,0.0,0.0,90.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,18.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.54,0.0,0.0,0.0,0.0,0.0,0.0,112.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,2613.17,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,136.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.1,5.26,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.49,0.0,0.0,76.17,0.0,768.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,5.82,2.09,0.0,0.0,0.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,20.22,0.0,0.0,,0.0,0.0,0.0,0.0,13.84,0.0,0.0,0.0,0.0,0.0,75.0,27.23,0.0,25.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.74,164.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02,0.0,0.0,22.3,0.0,0.0,436.76,0.0,0.0,87.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,0.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.26,0.0,0.0,0.0,0.0,0.0,0.0,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,2654.78,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,141.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.95,5.53,68.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.55,0.0,0.0,77.99,0.0,780.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0,7.57,1.82,0.0,0.0,0.0,0.0,0.0,0.0,47.38,0.0,0.0,0.0,17.28,0.0,0.0,,0.0,0.0,0.0,0.0,13.36,0.0,0.0,0.0,0.0,0.0,74.37,27.49,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.87,165.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.88,0.0,0.0,22.73,0.0,0.0,441.07,0.0,0.0,88.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,0.0,18.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.08,0.0,0.0,0.0,0.0,0.0,0.0,129.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,2601.05,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,150.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.86,5.21,67.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89,0.0,0.0,81.41,0.0,763.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0
2004,0.0,0.0,0.0,0.0,0.0,7.87,2.2,0.0,0.0,0.0,0.0,0.0,0.0,47.31,0.0,0.0,0.0,16.82,0.0,0.0,,0.0,0.0,0.0,0.0,11.61,0.0,0.0,0.0,0.0,0.0,89.76,26.96,0.0,50.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33,167.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.61,0.0,0.0,22.72,0.0,0.0,448.24,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0.0,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.87,0.0,0.0,0.0,0.0,0.0,0.0,130.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,2719.41,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,144.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.03,5.46,77.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49,0.0,0.0,87.02,0.0,788.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0
2005,0.0,0.0,0.0,0.0,0.0,6.87,2.5,0.0,0.0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,18.65,0.0,0.0,,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0,0.0,91.4,23.34,0.0,53.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.73,163.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.54,0.0,0.0,23.27,0.0,0.0,451.53,0.0,0.0,81.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.04,0.0,0.0,0.0,0.0,0.0,0.0,146.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2726.97,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,149.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.73,5.88,72.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97,0.0,0.0,88.76,0.0,781.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,0.0,0.0
2006,0.0,0.0,0.0,0.0,0.0,7.72,2.42,0.0,0.0,0.0,0.0,0.0,0.0,46.65,0.0,0.0,0.0,19.49,0.0,0.0,,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,97.28,27.82,0.0,54.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,167.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.13,0.0,0.0,22.91,0.0,0.0,450.19,0.0,0.0,75.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.29,0.0,0.0,0.0,0.0,0.0,0.0,148.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,2761.59,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,156.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18.01,5.55,66.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.0,0.0,90.22,0.0,787.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0
2007,0.0,0.0,0.0,0.0,0.0,7.25,2.35,0.0,0.0,0.0,0.0,0.0,0.0,48.23,0.0,0.0,0.0,14.64,0.0,0.0,,0.0,0.0,0.0,0.0,12.35,0.0,0.0,0.0,0.0,0.0,92.83,27.92,0.0,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,140.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1,0.0,0.0,23.42,0.0,0.0,439.73,0.0,0.0,63.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,0.0,17.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.01,0.0,0.0,0.0,0.0,0.0,0.0,142.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2703.49,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,160.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.33,5.7,66.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54,0.0,0.0,92.54,0.0,806.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0
