Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_EU27,OWID_HIC,OWID_KOS,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,WSM,YEM,ZAF,ZMB,ZWE
1980,,2.560412,21.090828,,0.0,42.32741,6.310933,,,0.0,6.346761,0.66746396,,8.978935,0.13764824,7.3117604,8.327284,0.76613545,1.8456565,71.33933,0.22621909,,,1.3189992,0.0,11.69712,2.77081,0.7901672,59.900433,14.406085,4.317529,10.092045,9.048558,0.058347758,8.7151985,19.741558,4.923491,10.66576,10.639517,33.838688,4.8704643,0.8145468,,5.352922,0.81702036,,,0.14934498,,0.610617,,0.15310597,0.12111348,3.1205282,31.490547,11.315191,32.50937,,0.33531368,,,1.3164893,1.7371292,0.22967969,,,34.825645,2.6595008,,8.720037,,2.7398593,32.43542,18.072407,0.27117962,0.0,4.8649592,2.032032,,24.557837,0.0048893876,3.803492,,2.485998,,28.44435,,2.8759282,0.36618584,34.49357,55.28235,0.0,,0.22093293,10.992914,0.78855354,0.16089796,,4.142263,,,0.04748137,0.0,0.4495553,67.84441,,,,,0.054772507,0.0,0.8361471,6.9761147,,0.051757146,,,,1.932409,0.0,,2.3113186,0.09463291,10.690166,,,4.368166,0.0,69.228615,,,,,17.523212,0.100937575,7.2730656,37.78323,6.3270907,3.2405324,3.3770726,26.73491,5.0716405,1.9547925,7.653986,4.4428525,,2.6502147,55.42432,,0.5131787,4.6817703,,9.323156,8.922384,15.15967,6.3405576,1.4665892,0.5092479,15.54965,4.1889143,,25.150614,,0.0,0.51426893,3.1511924,,0.00239254,69.67272,,,8.895766,70.46651,0.0011616823,2.7035592,0.0025792671,6.9874306,10.487425,1.2303303,,15.337662,,,,14.398841,,,0.63692653,10.131614,,0.0,15.404142,,10.078392,9.92011,2.2708275,,,,0.048058882,31.709518,16.327454,1.3100317,,,44.656853,,0.37014332,5.681502,,0.14485933,34.431293,,,0.4384484,5.0449157,0.9320048,8.6207285,46.767662,5.9757223,2.6762102,15.1338625,,,13.527307,16.850248,6.0239873
1981,,1.9969822,11.733687,,0.0,33.40867,5.1507053,,,0.0,5.0178723,0.6047603,,7.5780725,0.20220166,8.443521,8.024749,0.5467441,1.9656143,60.667736,0.1872291,,,1.0980515,0.0,5.1357684,2.4347098,0.42692104,39.297516,11.705314,3.1424723,9.872661,5.826101,0.052834626,5.563815,19.467445,4.5477166,9.216966,9.820728,20.697401,3.960091,0.811702,,8.516185,0.758167,,,0.08969447,,0.9664829,,0.12096139,0.19836792,1.9733934,26.070465,7.980591,28.511238,,0.40050107,,13.139672,1.0571935,1.2491707,0.23037553,,,19.66213,2.690785,,6.997612,,2.6674216,20.136356,26.978968,0.4946481,0.0,2.1206777,1.458606,,23.061762,0.0028996845,2.9918444,,2.45242,,19.453157,,3.9044354,0.26651517,27.267199,27.161411,0.0,,0.18463682,10.893596,1.1144326,0.12010727,,3.8683453,,,0.028984772,0.0,0.6249656,46.838737,,,,,0.044706818,0.0,0.665315,6.315967,,0.045609787,,,,2.7853837,0.0,,2.213189,0.08147114,7.9781356,0.0,,4.4272223,0.0,44.558,,6.774639,,,17.633652,0.078324944,6.422234,26.483341,4.363498,0.040511772,3.5166364,4.6285005,3.8074067,1.4424361,5.9006505,2.608044,,2.4972284,46.98036,,0.58045083,3.8339777,,7.7648244,5.2285514,11.260537,5.01813,0.8920905,0.4092137,8.695647,2.4250546,,20.129606,,0.0,0.36829534,2.354085,,0.001632378,48.425972,,,6.818114,55.801437,0.0006095218,3.0009513,0.0011263869,5.5650992,9.027588,1.1669984,,12.008921,,,,12.247077,,,0.5787208,11.001809,,0.0,10.931307,,10.370679,11.015933,1.3037099,,,,0.024815563,26.516024,14.745104,1.4000845,,,36.730804,,0.33855975,4.04888,,0.10589839,24.750858,,,0.4276369,4.0261364,0.9963147,6.5891643,35.85016,4.2033744,3.5221827,7.1737347,,,11.020952,9.268597,4.178359
1982,,,5.5240245,,0.0,23.011541,2.917155,,,0.0,4.269224,0.46992168,,10.814664,0.25754654,10.477724,11.282596,0.87043756,2.0512574,34.775677,0.18534929,,,1.7249177,0.0,3.8818393,2.6817589,0.2968564,24.4443,17.287971,3.4947362,11.344671,3.2491612,0.045750625,6.6294,16.750853,5.5149245,6.892247,9.638489,9.910902,2.804725,1.2884617,,12.010252,0.6044802,,,0.081178166,,0.985564,,0.23547794,0.2951451,0.9250695,19.275555,5.5621943,21.306206,,0.44403392,,18.172081,0.8635175,1.5682151,0.21894948,,,9.287897,2.1438134,,8.530113,,3.994719,25.91003,33.364834,0.6144841,0.0,2.233239,2.7013817,,34.16387,0.0027505409,5.6313014,,3.4825952,,10.869465,,4.1085997,0.2151873,20.001637,20.045326,0.0,,0.10845826,8.522155,0.6497681,0.14777388,,5.7592964,,,0.026852919,0.0,0.6299936,32.692757,,,,,0.105462596,0.0,0.93036467,11.329533,,0.052440397,,0.0018063545,,2.6223905,0.0,,2.8950937,0.11200988,8.4054575,0.0,,6.737405,0.0,34.676807,,7.637716,,,21.92348,0.081855915,9.000659,31.196846,2.9324288,0.05937501,5.405383,2.5896428,6.1080394,0.6326028,3.7468646,3.3315935,,2.647143,37.68296,,0.5307793,2.4335513,,8.286736,4.511298,9.697234,3.5833097,0.80419475,0.65073824,7.172806,2.0727322,,19.93723,,0.0,0.39014748,3.2821681,,0.0014490797,35.94208,,,9.337139,36.9129,0.0006237793,3.2684054,0.0008351138,9.609429,10.538667,2.4177969,,15.963472,,,,11.045026,,,0.65831745,12.425936,,0.0,8.098407,,14.627112,14.87228,1.283522,,,,0.40382442,10.144419,11.945995,1.295799,,,31.213974,,0.752117,2.3919344,,0.20583399,13.108661,,,0.4374536,3.5537624,0.83020633,5.167125,23.665873,2.465132,3.7761416,6.4259653,2.4636517,,10.781338,6.5979733,4.0499873
1983,,,12.293673,,0.0,24.279844,3.2735302,,,0.0,4.239158,0.44953558,,6.5428762,0.19860297,9.231226,8.211245,0.68611676,1.4928303,32.2436,0.14088637,,,0.98309755,0.0,4.69811,3.5132613,0.5421421,33.17131,10.666735,2.303244,9.207412,4.2814946,0.03774899,9.162362,12.616218,5.7340817,9.037557,10.65977,20.187449,3.4275188,0.7930483,,5.079417,0.53001827,,,0.08520041,,0.63931906,,0.07205281,0.41205442,1.0902839,19.238668,9.314055,20.42321,,0.4357965,,10.670577,0.8113561,1.5556239,0.19276333,,0.0,18.67782,2.6791868,,7.0276694,,2.80044,18.100801,25.864294,0.54089147,0.0,0.9461894,1.2589275,,17.984692,0.0028137667,2.8390129,,1.1097877,,14.018144,,3.4981935,0.29217446,16.239466,20.624989,0.0,,0.14585187,6.4689193,0.43809485,0.10549077,,4.184525,,,0.030119928,0.0,0.3118525,42.86729,,,,,0.033353567,0.0,0.6189733,6.613507,,0.048971284,,0.0018669312,,2.4901025,0.0,,2.1954548,0.058699287,12.902669,0.0,,4.9618235,0.0,32.673183,,4.9243097,,,18.495474,0.044031713,5.7999244,29.725637,2.4046185,0.061286204,4.189809,5.721452,2.725508,1.2202649,6.0594063,2.715583,,2.1465747,41.773754,,0.45593676,2.4905956,,7.228159,5.1650176,10.124608,3.6767828,0.92616755,0.2951848,9.858226,2.5112681,,20.852367,,0.0,0.43205088,2.1042256,,0.0014462117,38.764072,,,5.9102736,34.968662,0.0011724621,2.6757956,0.0007638308,10.036735,10.281254,0.83790624,,11.351538,,,,9.59454,,,0.65433913,6.829948,,0.0,7.87879,,10.034189,11.088838,1.2309855,,,,0.15918984,13.451058,12.324692,1.0923752,,,20.08562,,0.5612982,2.6666982,,0.06291208,17.09951,,,0.5706121,3.14376,0.88479733,7.0424786,21.989616,2.8049183,3.2298796,7.526493,2.5538347,,9.105355,9.234332,3.5221806
1984,,,15.0651245,8.862728,0.0,26.43537,4.118584,,,0.0,4.118423,0.43467045,,6.7783747,0.16717695,9.872966,8.609823,0.53575766,1.2922316,34.68472,0.11490387,,,0.6605565,0.0,3.9052386,3.5338366,0.8052675,37.933002,8.620819,1.6448534,9.018278,4.2771564,0.042373195,8.097886,10.399905,5.265492,10.427607,13.441632,24.377064,3.5938947,0.7698745,,2.93758,0.52941895,,,0.07237515,,0.5180914,,0.037708536,0.45597118,0.705553,17.726934,9.930169,20.612196,,0.309352,,10.696279,0.6821396,1.2558428,0.17916866,,,21.928078,2.9879794,,5.6974587,,3.1073086,19.413248,19.60678,0.5047428,0.0,4.5411215,0.76615024,,24.26085,0.0015953493,2.2793007,,0.6515036,,13.950645,,3.3312838,0.32013774,15.168976,21.111477,0.0,,0.14621085,11.040748,0.028782574,0.07672894,,3.9090247,,,0.020645952,0.0,0.20700042,44.559982,1.9182997,,,,0.015931627,0.0,0.41537035,7.0547214,,0.042889133,,0.0025597108,,2.0127246,0.0,,2.4423575,0.027536476,10.727153,0.0,,4.9327297,0.0,29.407011,,5.0779333,,,18.546177,0.022766914,5.3366976,21.330564,3.6101665,0.04306236,5.1217575,9.3348255,1.0914882,1.3482062,6.934028,1.8650212,,2.1207523,39.376953,,0.40414655,2.3473158,,6.82181,5.566107,9.162642,3.4594033,0.7400271,0.16655725,10.060019,1.8560725,,15.51444,,0.0,0.39393815,1.8279791,,0.0010954868,51.994705,,,5.287495,34.089485,0.0018904381,2.3964722,0.0010009848,6.5763197,9.300247,0.47903785,,9.836261,,,,11.1148205,,,0.52282375,10.764599,,0.0,7.5438614,,8.3129225,9.564393,1.1648916,,,,0.109551124,14.805327,11.926431,1.0078359,,,11.462413,,0.41010913,2.3392057,,0.033925522,19.02603,,,0.31952563,2.7760406,0.9082697,6.7847896,21.440863,2.4959629,3.0236914,7.527701,1.7637073,,5.360433,6.6443906,3.7193666
1985,,,14.865951,8.712814,0.0,24.665293,3.3645165,,,0.0,4.8317857,0.43610078,,5.936078,0.15911198,8.358982,6.143026,0.33544582,1.6595352,33.934513,0.040841527,,,0.5630757,0.0,3.5123947,3.8086011,0.78395146,34.7996,5.912557,1.8855388,5.4829197,4.19242,0.039571743,9.03292,9.789776,4.5780125,12.02125,13.261189,26.150269,3.9595137,0.51652926,,2.4437556,0.59771955,,,0.06931007,,0.5526575,0.17483051,0.02166903,0.5747857,1.4460497,16.253279,10.01181,18.637257,,0.3052772,,6.863228,0.76022935,1.3461843,0.18198979,,,25.421947,2.9625595,,4.305375,,1.8544441,14.398762,17.068344,0.5673311,0.0,2.6869743,0.46949688,,20.68033,0.001525723,1.5909275,,0.42769593,,13.078673,,3.4702291,0.30411267,13.362017,23.666634,0.0,,0.14387368,8.626504,0.27744043,0.08630524,,3.2487257,,,0.028229598,0.0,0.25279284,35.55765,1.5188438,,,,0.008937844,0.0,0.2978955,6.132326,,0.046929277,,0.0025033283,,2.2885754,0.0,,2.0880022,0.016961427,9.303548,0.0,,3.4041293,0.0,29.992252,,6.840214,,,18.421085,0.027996944,4.490982,21.789684,4.6243863,0.040347926,3.9167829,10.465929,0.87159765,1.3502644,7.1014943,1.1524625,,2.8009813,40.555126,,0.42060506,2.0729415,,6.0270686,5.649502,9.113511,3.199695,1.1819723,0.12344385,10.494168,1.9270121,,21.01782,,0.0,0.44947308,2.5248904,,0.0010043158,39.432594,,,3.666745,28.108994,0.0016910983,1.9150007,0.0011613625,7.951512,9.608404,0.2993279,,6.332,,,,12.074339,,,0.55464226,21.468695,,0.0,6.53581,,5.730366,7.8710046,1.460438,,,,0.20060205,15.637287,11.10428,0.9416464,,,8.932812,,0.31203616,2.0929818,,0.019452512,16.310738,,2.1694703,0.52178025,2.7671278,0.93152916,6.367822,18.61693,2.255875,3.1102593,9.405891,1.9454217,,10.845068,7.8580527,3.8466554
1986,0.00087802985,,7.383011,4.697097,0.0,18.366636,1.2491361,,,0.0,3.351593,0.24304026,,8.575433,0.09170545,7.5834193,7.6646914,0.6681002,0.8075052,28.215998,0.04042369,,,0.45882472,0.0,2.5038564,2.3664188,0.25782987,33.95626,8.472568,1.4850401,5.98444,1.8761753,0.037128724,7.084574,5.759207,3.5632043,4.4259453,12.747853,13.405766,3.10536,0.6190385,,2.5155833,0.28733528,,,0.046626948,,0.2523379,,0.018934999,0.25780532,0.56683195,7.798067,5.4178796,8.604012,,0.14032951,,10.632839,0.65128314,1.8313133,0.108746976,,0.0,9.849097,1.0448815,,4.86765,25.401253,3.8095276,24.033775,19.513964,0.25003868,0.0,0.0,0.57383573,,19.974113,0.0020746856,0.6907245,,0.40868694,,8.743916,,2.37827,0.176969,5.6209764,14.248743,0.0,,0.08465005,6.608378,0.051361803,0.05031889,,4.1205,,,0.0466752,0.0,0.14528249,26.93425,2.8832154,,,,0.007382571,0.0,0.5124497,8.635539,,0.038560845,,0.003698656,,1.243241,0.0,,2.80089,0.025179738,5.5856495,0.0,,3.8816247,0.0,21.350842,,3.3348582,,,13.070368,0.038647056,6.921332,23.651003,1.3955455,0.035382424,4.6431117,6.413296,0.88235384,0.8145292,3.074816,1.8463708,,2.0191576,31.386112,,0.23105691,0.93753713,,5.7162056,3.451164,5.194126,1.5538212,1.1317998,0.11952572,4.4966784,2.0446568,,20.39574,,0.0,0.38987422,3.051943,,0.0010754835,26.323923,,,4.909083,23.943285,0.0016910656,1.85368,0.0019584408,9.900951,22.027678,0.30883157,,9.791586,,,,10.199962,,,0.48236325,7.9742117,,0.0,2.7678144,,8.601066,7.1532187,1.2169623,,,,0.20247756,10.23768,5.288273,0.6384363,,,12.737897,,0.38393107,0.9101296,,0.017270735,8.001024,,1.465416,0.7022664,1.4114714,0.39090717,3.3421936,10.869381,0.9837352,2.2003736,7.1142335,2.3930566,,8.660488,7.553255,3.730944
1987,0.0007342427,,16.10655,5.6994877,0.0,24.308725,1.8064672,,,0.0,3.4362562,0.20520432,,9.326298,0.053784803,7.1462927,6.54826,0.5810906,0.55217737,33.745842,0.043034982,,,0.7680252,0.0,3.6163855,2.6527421,0.3314095,35.100407,6.1521416,1.1424297,5.428553,2.704754,0.029860549,8.582187,6.492806,3.292874,6.463973,16.465878,21.68949,5.1404486,0.5055364,60.879673,3.256961,0.39884126,,,0.037944946,,0.14949271,0.5522301,0.016246678,0.33320883,1.2025274,10.384335,6.096963,12.859428,,0.12027485,,9.574842,0.56625855,2.7306988,0.094338775,,0.0,18.302017,1.1700082,,5.7362294,22.022337,3.458554,17.722418,19.940115,0.21270996,0.0,0.16247368,0.64006734,,28.239769,0.0016399507,0.6841422,,0.5146835,,12.149411,,2.1618502,0.11060415,12.157479,20.078487,0.0,,0.06915194,4.964428,0.058886617,0.037019506,,3.9052126,,,0.042113416,0.0,0.067282245,24.192474,5.010074,,,,0.0067619593,0.0,0.45894384,6.563937,,0.03551065,,0.002910069,,0.65294325,0.0,,3.8551958,0.024771074,8.380687,0.0,,3.4339256,0.0,25.886292,,3.4564497,,,9.156823,0.049489103,7.1320977,28.631914,2.3265207,0.033331066,3.968803,11.020774,0.7449683,0.4299694,3.864825,1.6801184,,1.3529962,41.90055,,0.20045827,1.0599917,,5.928593,4.098767,6.7059507,1.8030908,1.2321204,0.12454318,5.5639997,2.3161683,,24.259085,,0.0,0.31592798,3.4696286,,0.0009078718,30.28693,4.3734417,,4.25486,28.008179,0.0036129465,1.4718186,0.0016963026,8.762954,14.293029,0.30413243,,8.703647,,,,5.6629133,,,0.438907,5.5152135,,0.0,4.0220084,,7.904166,5.5968313,1.193229,,66.986336,,0.18237838,14.455249,6.268425,0.56972474,,,7.788712,1.1606613,0.4019341,1.2173139,,0.015705457,15.916631,,1.1616744,1.1195877,1.3844717,0.42828947,4.6488004,15.778715,1.3388122,2.0005436,7.94177,2.558818,,7.103343,10.370639,4.0083394
1988,0.0005750555,,15.300942,8.223123,0.0,21.754675,1.4851788,,,0.0,4.204906,0.2108204,,10.388858,0.037953127,7.0402503,6.514321,0.5494966,2.9760234,26.782858,0.066143796,,,0.6661352,0.0,5.360422,2.3507633,0.20254244,26.423962,5.7525663,7.250765,5.5304995,2.7200577,0.028391112,11.87208,6.285653,2.813891,5.828568,19.353888,22.372047,4.021865,0.54612607,60.062958,3.0479798,1.5355201,,,0.047556244,,0.13466735,0.5627595,0.014258063,0.25801402,5.7166486,10.302365,7.8987465,12.034364,,0.22981058,,10.388383,0.5499891,2.861885,0.104634725,,0.0,13.735466,0.693269,,5.898853,20.558973,3.3523936,20.866219,16.404211,0.3683912,0.0,22.385387,0.55882615,,18.52245,0.0013737924,2.7396967,,0.4124324,,9.610907,,2.061855,0.6419537,11.691018,19.716856,0.0,,0.072564065,4.162615,0.05774641,0.03544107,,3.9152315,,,0.033540115,0.0,0.11800985,27.052298,9.133165,0.031724636,,,0.005842414,0.0,0.46221462,6.1832886,,0.035954677,,0.0025433602,,2.6104002,0.0,,4.26209,0.023221795,6.2148633,0.0,,3.6738424,0.0,26.074556,,6.8671036,,,7.2466326,0.042700376,6.9276752,25.079414,40.070164,20.408852,4.321409,10.362254,1.0791649,0.30690807,3.1816041,1.5217235,,1.2395804,34.893303,,0.21911222,1.0855215,,6.989392,4.137962,6.1176744,1.7156645,0.9482003,0.12972544,15.469608,2.547592,,25.459768,,0.0,0.29474926,2.8097534,,0.00091446424,27.345716,3.6311655,5.818033,4.164756,27.005074,0.008848929,1.6049992,0.001358788,6.853557,10.004891,0.31497157,,9.489987,,,,6.269837,,,0.7012373,8.652272,,0.0,7.5339713,,6.58618,5.595215,1.4006643,,42.904655,,0.13667227,11.67836,5.1809354,0.68790793,,7.4127216,8.157097,0.7420384,0.358229,0.96888196,,0.013425119,10.013086,,1.762706,0.93008214,1.2644634,0.8082799,4.1141596,15.250603,1.123851,1.9044597,8.16819,2.0139153,,6.900123,18.576326,4.956995
1989,0.0004912672,,22.716778,8.847487,0.0,30.0841,3.5437546,,,0.0,2.9632604,0.27146468,,10.654695,0.044964872,8.279749,6.7002087,0.6158554,2.737137,34.746174,0.05836989,,,0.6502199,0.0,7.4237947,2.3040125,0.26508626,32.959568,5.764908,5.569792,6.1290026,2.6663215,0.03296011,12.833215,7.059981,2.9383914,10.159422,20.357044,36.57758,5.8917594,0.59938526,70.35927,2.811834,1.6600828,,,0.05003618,,0.17431177,0.5887324,0.013318043,0.48186812,4.4838037,15.074691,10.082396,14.847142,,0.23586345,,10.229075,0.6297067,2.7897308,0.12192232,,0.0,26.662594,0.82395333,,5.6744437,23.966042,3.511578,16.566992,20.482275,0.35053784,0.0,24.524479,0.6013584,,20.712349,0.00119952,2.4580245,,0.42611194,,11.802681,,2.831446,0.7622227,18.395218,28.365768,0.0,,0.0857724,5.686624,0.11531722,0.039902706,,4.189091,,,0.034576423,0.0,0.11010593,34.467503,7.802357,0.04136419,,,0.0051617553,0.0,0.4490544,5.857252,,0.042725787,,0.0022209445,,0.549541,0.0,,4.5286374,0.020261643,7.0854716,0.0,,3.745612,0.0,21.206448,,7.177583,,,10.977664,0.04632952,8.13643,28.361132,31.953497,25.910429,4.7873263,22.86391,2.7825549,0.379326,6.2788477,1.488704,,1.6871482,45.42814,,0.25470743,1.3551099,,7.367766,5.8893714,7.4445896,2.1766708,1.449177,0.14106095,14.813217,2.1815484,,24.361898,,0.0,0.44192532,3.1166549,,0.0009334244,38.706093,3.8894684,9.381458,4.758145,34.934685,0.005862165,1.6969949,0.0011091408,7.5977044,12.513784,0.33317447,,9.223768,,,,17.945667,,,0.72525615,8.825493,,0.0,12.042751,,7.0757847,5.85674,1.3764166,,56.77977,,0.1509676,17.798965,7.0762744,0.6874333,,8.873744,10.329381,0.83786976,0.3910927,1.0719383,,0.012334044,20.96265,,9.253396,1.0430019,1.4508343,1.1211667,5.133081,21.50677,1.2173008,2.5785968,10.453523,2.3545613,,6.4996185,21.141077,4.758242
1990,0.0015522623,,29.103827,8.22403,0.0,36.6027,2.5413337,0.0,,0.0,3.4986174,0.2587507,17.727814,13.371033,0.045547534,7.962448,6.816252,0.6865107,1.1143819,40.87407,0.117517926,,1.4649532,0.5727587,0.0,7.2877674,2.681674,0.42022875,38.944233,6.262119,2.0490239,6.3621855,2.7514966,0.038609654,11.167418,8.6387005,4.089565,11.908629,20.06546,42.726097,6.9029064,0.7330427,59.433342,3.2936254,0.8899,,,0.030395286,1.4333467,0.23086703,0.56821847,0.04249033,0.55047685,2.0101745,18.377377,12.991566,17.92113,,0.122231625,,11.8988695,0.47562033,2.3173277,0.10886456,,0.0,33.02869,1.0062792,0.672836,6.8627405,22.113844,4.354325,18.087608,20.966684,0.25172913,0.0,7.2490716,1.8304552,,23.13653,0.0010791575,3.2109234,,0.75898063,,13.273647,,3.3986712,0.28735813,23.985443,9.499349,0.0,,0.07991528,6.3353963,0.20240419,0.036869664,15.68435,4.9638987,1.0883175,,0.03691804,0.0,0.070241116,39.522934,6.8752756,0.036039338,,40.387096,0.015405837,0.0,0.46703178,3.898981,,0.036206756,,0.0019136738,,0.44655633,0.0,,5.137165,0.021607663,7.85317,0.0,0.004532288,4.069178,0.0,25.523382,,8.874104,,,13.05299,0.03449796,8.832855,26.880756,10.650424,3.8914452,3.7281659,25.074566,6.718306,0.47104028,7.9530106,1.7467039,,2.2066603,50.48247,,0.26906717,1.6020087,,9.88213,6.798018,8.133115,2.5640903,2.1197786,0.27003852,9.3359165,1.6917112,,23.014711,3.396552,0.0,0.3535359,2.7018552,,0.000781607,51.156372,4.6455765,12.732461,4.725832,47.200947,0.0006549428,1.8754526,0.00092037156,7.8629375,19.797283,0.8354298,,13.486483,,,,24.925156,0.18338902,,0.45447478,5.594683,,0.1241233,14.62624,,7.5173483,6.1116934,1.2037572,1.693551,75.19069,,0.07908211,20.587923,6.8336906,0.59325296,0.0,11.499738,15.810707,3.2525918,0.6064447,1.2325082,8.716581,0.038188513,29.25485,,12.327846,0.90546197,1.668639,1.3425199,5.7493153,23.273808,1.3702152,3.0829859,10.706388,2.1615996,28.723997,5.697562,20.981825,4.2124825
1991,0.0016338676,,17.96798,9.885754,0.0,24.935513,1.1121695,0.0,,0.0,2.6478221,0.16391638,8.683341,12.694546,0.029392011,7.1625676,7.260464,0.6280272,1.3892235,23.619308,0.0985386,,0.69961554,0.53594494,0.0,3.8653624,2.3210974,0.23028962,24.544489,7.5735755,3.0709794,6.1715364,2.1051893,0.021051133,5.9472256,6.081719,3.4774857,7.7688932,13.331009,25.375433,4.1995115,0.7525365,56.333244,2.7705853,0.974176,,,0.018745722,1.7035469,0.1300954,0.58326346,0.046038542,0.3253395,1.4079547,17.144196,7.2414126,12.930637,,0.07402346,,11.232102,0.34354526,1.2506672,0.081425406,,0.009158873,21.97921,0.51040924,0.34955546,6.393326,21.496162,2.1098816,17.300983,17.918344,0.24439573,0.0,0.6389983,1.6542643,,29.857048,0.0010503652,2.7078166,,0.75457895,1.0907555,8.364724,,3.100114,0.13200396,,,0.0,,0.04356469,8.011204,0.14032711,0.028944364,9.808998,5.1987486,0.7147277,,0.03798653,0.0,0.03844832,13.436262,6.992197,0.020723889,,23.973606,0.017482478,0.0,0.5410722,3.5015743,,0.024781538,,0.001910739,,0.47046354,0.0,,6.204274,0.0197087,3.7204123,0.0,0.0039247456,4.09728,0.0,24.880432,,5.0097756,,9.661845,3.9901693,0.024712415,7.1594462,21.268694,1.3029083,15.441408,4.0460086,17.706007,5.3303843,0.3237786,4.4871273,1.5961612,,1.9880257,32.593845,,0.18034956,0.997552,,6.781328,5.26699,4.7437034,1.5448434,1.3009212,0.27051583,3.4401393,0.91550815,,18.252941,2.139563,0.0,0.34783578,2.372353,,0.0008737726,30.947601,3.5761635,6.266092,6.406209,30.603357,0.000462825,1.8643279,0.0007278952,6.2142105,15.614444,1.1015494,,,,,,19.946012,0.11099732,,0.29240257,4.7942085,,0.11151488,9.293858,,6.911052,6.296871,0.8097329,1.86307,40.51478,,0.07094105,11.507367,4.519147,0.4226918,0.0,10.016387,20.602095,2.5269148,0.5477457,0.9084487,5.1847024,0.042564165,16.66399,,8.022991,0.80888367,1.1414812,0.70423573,3.3747175,18.841024,1.01647,2.765781,8.250786,2.3417144,16.965405,5.448659,5.819967,9.664191
1992,0.0013791998,,28.479399,11.728839,0.0,24.759405,1.0968876,0.26501942,,0.0,2.4860842,0.12897584,,14.020668,0.023478681,8.989357,6.3859434,0.6547043,1.3887079,24.175365,0.084737845,,2.2641685,0.47752264,0.0,3.8357954,2.4801555,0.27513468,26.003454,7.940728,1.971538,6.8946924,2.3564665,0.020686004,4.6317153,5.338469,3.46029,7.8009157,15.849973,27.615953,3.6520097,0.7322728,45.707745,2.5713942,0.9807809,,,0.012802457,1.1099693,0.09150648,0.49636227,0.040582545,0.33197895,0.80256647,16.387453,7.576413,12.135159,0.0,0.07109585,,15.080065,0.42850876,1.0194188,0.076559484,,0.011973677,25.264221,0.5027549,0.62689674,7.5856667,16.887707,2.312108,19.785425,21.452585,0.16447285,0.0,1.167905,1.5233203,,25.513084,0.0012628383,2.1917808,,1.1675502,0.9016411,8.184438,,2.7970548,0.11127385,,,0.0,,0.036457423,8.655719,0.10509274,0.024918461,8.340069,5.3778114,0.9811524,,0.052208215,0.0,0.027323434,28.80982,7.1008916,0.015672851,,22.951124,0.015017578,0.009753323,0.5083234,3.0793033,,0.020839894,,0.0019500187,,0.40291715,0.0,,5.7048264,0.017834587,3.3767648,0.0,0.73017573,4.3266745,0.0,29.368595,,7.191935,,13.70903,3.6452537,0.020443257,9.099687,20.189005,0.66116416,8.11695,4.1719213,20.886244,3.9941385,0.17828959,5.00614,1.8873557,,1.9824883,32.56703,,0.14537372,1.0119698,,10.139843,5.2443566,4.513075,1.5367649,1.2607257,0.24144441,2.8416307,0.72071356,,21.107983,1.715849,0.0,0.24013008,2.5802805,,0.001112059,31.043047,3.863373,7.920907,6.0994787,31.473207,0.017438509,1.8004923,0.0010210333,10.328831,18.351608,0.7811511,,,,,,22.863935,0.056591067,,0.28666896,4.3888097,,0.109511994,8.485674,,7.230662,6.2323895,0.8427256,0.7147224,29.610567,,0.073874846,10.820596,4.141731,0.46820837,0.0,11.41063,25.235498,4.3728824,0.52482015,0.93569463,5.6665974,0.036226504,15.757177,,10.259352,0.84771067,1.0782981,0.70018286,3.2179565,19.077883,1.0541419,2.5188649,9.264929,2.5082588,15.090452,4.456785,5.824191,10.816817
